
1650767400000,39568.550000,39574.150000,39574.150000,39562.540000,0.160300
1650767700000,39576.260000,39571.060000,39576.260000,39563.570000,0.130531
1650768000000,39574.160000,39591.460000,39591.460000,39573.970000,0.149263
1650768300000,39588.240000,39573.290000,39588.240000,39573.290000,0.142448
1650768600000,39562.680000,39522.180000,39564.200000,39522.180000,0.135253
1650768900000,39528.570000,39542.210000,39552.990000,39528.570000,0.204399
1650769200000,39536.860000,39713.000000,39713.000000,39536.860000,0.224166
1650769500000,39706.270000,39722.950000,39722.950000,39687.910000,0.097500
1650769800000,39700.020000,39688.270000,39706.050000,39688.270000,0.127780
1650770100000,39680.140000,39705.610000,39713.180000,39678.400000,0.168666
1650770400000,39722.400000,39710.400000,39722.960000,39710.400000,0.129680
1650770700000,39713.930000,39785.280000,39785.280000,39709.210000,0.268990
1650771000000,39776.460000,39814.680000,39816.020000,39761.110000,0.118062
1650771300000,39793.980000,39806.470000,39806.470000,39781.560000,0.136883
1650771600000,39807.960000,39797.990000,39807.960000,39775.360000,0.138562
1650771900000,39793.400000,39792.850000,39793.400000,39784.950000,0.112265
1650772200000,39795.450000,39779.780000,39818.410000,39748.000000,0.139864
1650772500000,39764.280000,39769.030000,39775.970000,39764.280000,0.046270
1650772800000,39781.270000,39788.730000,39788.730000,39781.270000,0.085287
1650773100000,39795.310000,39785.350000,39795.310000,39779.880000,0.175642
1650773400000,39791.620000,39808.690000,39808.690000,39789.880000,0.150006
1650773700000,39795.820000,39778.510000,39800.360000,39778.510000,0.116537
1650774000000,39774.860000,39778.890000,39782.190000,39761.940000,0.202167
1650774300000,39783.760000,39749.390000,39792.570000,39728.590000,0.202542
1650774600000,39741.070000,39704.260000,39741.070000,39704.260000,0.140888
1650774900000,39714.850000,39688.830000,39714.850000,39688.830000,0.147310
1650775200000,39682.990000,39705.290000,39705.290000,39682.990000,0.113361
1650775500000,39702.110000,39697.210000,39702.110000,39691.250000,0.126115
1650775800000,39697.290000,39714.850000,39714.850000,39697.290000,0.123486
1650776100000,39714.740000,39719.800000,39719.800000,39700.300000,0.150657
1650776400000,39707.220000,39715.440000,39716.100000,39707.220000,0.120300
1650776700000,39714.960000,39658.990000,39714.960000,39643.290000,0.110720
1650777000000,39668.940000,39680.870000,39686.990000,39665.960000,0.160874
1650777300000,39686.350000,39683.350000,39695.000000,39671.640000,0.174710
1650777600000,39687.990000,39685.940000,39687.990000,39682.800000,0.101426
1650777900000,39667.350000,39665.240000,39672.810000,39665.240000,0.083577
1650778200000,39666.190000,39656.010000,39680.990000,39656.010000,0.099784
1650778500000,39663.640000,39673.570000,39678.510000,39657.620000,0.114294
1650778800000,39675.430000,39665.290000,39679.490000,39665.290000,0.177112
1650779100000,39670.200000,39670.350000,39675.150000,39667.970000,0.142246
1650779400000,39674.580000,39678.220000,39686.490000,39669.460000,0.159623
1650779700000,39675.330000,39674.640000,39681.140000,39673.930000,0.179400
1650780000000,39677.250000,39698.430000,39701.440000,39677.250000,0.136900
1650780300000,39688.410000,39693.690000,39703.990000,39682.780000,0.156394
1650780600000,39698.280000,39690.990000,39701.660000,39682.340000,0.198279
1650780900000,39694.380000,39706.940000,39709.240000,39688.710000,0.193390
1650781200000,39707.880000,39728.670000,39728.670000,39707.880000,0.333703
1650781500000,39759.550000,39787.120000,39787.120000,39756.500000,0.197910
1650781800000,39767.900000,39762.110000,39781.000000,39754.320000,0.138692
1650782100000,39769.770000,39737.840000,39769.770000,39737.840000,0.174402
1650782400000,39734.520000,39735.250000,39754.450000,39734.520000,0.138414
1650782700000,39739.640000,39727.100000,39763.420000,39725.550000,0.136994
1650783000000,39729.320000,39754.640000,39754.640000,39719.100000,0.151942
1650783300000,39744.780000,39755.770000,39755.770000,39739.150000,0.118263
1650783600000,39757.370000,39770.490000,39774.620000,39757.370000,0.138063
1650783900000,39770.280000,39767.920000,39776.930000,39744.800000,0.162023
1650784200000,39766.880000,39784.340000,39784.340000,39761.800000,0.144616
1650784500000,39773.580000,39769.000000,39783.040000,39769.000000,0.091492
1650784800000,39765.630000,39761.720000,39776.360000,39761.720000,0.085054
1650785100000,39747.170000,39750.250000,39751.140000,39742.160000,0.130133
1650785400000,39754.760000,39759.760000,39763.520000,39747.020000,0.127180
1650785700000,39763.180000,39796.600000,39796.600000,39763.180000,0.151985
1650786000000,39794.950000,39789.060000,39802.030000,39787.420000,0.158130
1650786300000,39789.260000,39753.920000,39789.260000,39753.920000,0.209885
1650786600000,39762.730000,39754.990000,39762.730000,39741.190000,0.074619
1650786900000,39749.200000,39749.980000,39749.980000,39742.720000,0.122998
1650787200000,39756.360000,39755.330000,39762.190000,39753.020000,0.144364
1650787500000,39759.970000,39782.130000,39782.340000,39759.970000,0.140131
1650787800000,39800.500000,39799.880000,39802.640000,39796.830000,0.157826
1650788100000,39799.730000,39773.850000,39803.830000,39773.850000,0.141569
1650788400000,39763.950000,39762.160000,39774.990000,39762.160000,0.113049
1650788700000,39750.000000,39765.520000,39765.520000,39738.180000,0.110511
1650789000000,39762.680000,39750.660000,39771.450000,39746.260000,0.139957
1650789300000,39748.780000,39743.060000,39748.780000,39736.680000,0.096923
1650789600000,39742.020000,39750.290000,39750.290000,39742.020000,0.098543
1650789900000,39746.400000,39770.010000,39775.540000,39746.400000,0.091615
1650790200000,39762.080000,39748.820000,39772.170000,39742.350000,0.247259
1650790500000,39746.680000,39731.090000,39752.610000,39731.090000,0.141181
1650790800000,39730.000000,39719.100000,39738.010000,39719.100000,0.123764
1650791100000,39701.370000,39710.930000,39716.080000,39700.570000,0.083011
1650791400000,39718.460000,39734.660000,39752.980000,39718.460000,0.145495
1650791700000,39741.540000,39766.590000,39766.590000,39741.540000,0.135201
1650792000000,39758.690000,39757.090000,39758.690000,39757.090000,0.045300
1650792300000,39756.280000,39756.550000,39759.660000,39735.420000,0.141074
1650792600000,39757.930000,39763.780000,39763.780000,39753.680000,0.143625
1650792900000,39763.870000,39756.790000,39763.870000,39746.020000,0.129263
1650793200000,39744.380000,39741.820000,39749.040000,39733.570000,0.171450
1650793500000,39753.900000,39773.100000,39778.950000,39753.900000,0.161389
1650793800000,39776.570000,39780.140000,39780.140000,39771.570000,0.102200
1650794100000,39773.390000,39758.630000,39773.870000,39758.630000,0.098200
1650794400000,39762.170000,39768.750000,39768.750000,39759.970000,0.080125
1650794700000,39773.500000,39781.300000,39785.960000,39768.790000,0.143382
1650795000000,39770.510000,39763.030000,39784.330000,39763.030000,0.125816
1650795300000,39754.270000,39738.220000,39754.270000,39730.070000,0.096244
1650795600000,39729.580000,39701.500000,39729.580000,39701.360000,0.153910
1650795900000,39702.330000,39704.120000,39704.120000,39700.570000,0.145977
1650796200000,39700.570000,39701.440000,39701.990000,39700.570000,0.048216
1650796500000,39700.570000,39678.480000,39701.530000,39677.600000,0.171951
1650796800000,39680.990000,39692.170000,39724.920000,39680.980000,0.138101
1650797100000,39686.890000,39679.390000,39695.940000,39679.390000,0.098527
1650797400000,39677.710000,39668.710000,39680.410000,39652.750000,0.106100
1650797700000,39687.100000,39697.960000,39697.960000,39686.790000,0.120922
1650798000000,39701.440000,39688.740000,39701.440000,39686.430000,0.160062
1650798300000,39704.440000,39716.990000,39720.150000,39704.440000,0.156300
1650798600000,39717.310000,39720.510000,39720.510000,39715.230000,0.112967
1650798900000,39723.120000,39710.330000,39723.560000,39702.160000,0.157820
1650799200000,39684.320000,39634.990000,39684.320000,39634.990000,0.175401
